"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo"
"75","NIC1157","A",1e-05,0.568011,"NIC1157",-12.990649,-69.507455,"South America"
"76","NIC929","A",1e-05,0.568934,"NIC929",4.04027,-52.67537,"South America"
"77","NIC1679","A",1e-05,0.570183,"NIC1679",22.08922,120.84876,"Taiwan"
"78","NIC1268","A",1e-05,0.571984,"NIC1268",3.608203959,-53.175201,"South America"
"79","NIC1387","A",1e-05,0.575011,"NIC1387",3.603495006,-53.19458197,"South America"
"80","NIC426","A",1e-05,0.575855,"NIC426",5.41125,-53.65478,"South America"
"81","NIC994","A",1e-05,0.576163,"NIC994",4.04243,-52.67869,"South America"
"82","NIC1651","A",1e-05,0.577668,"NIC1651",25.02814,121.74912,"Taiwan"
"83","QG3514","A",1e-05,0.578073,"QG3514",10.43089,-84.00684,"Central America"
"84","NIC1156","A",1e-05,0.57864,"NIC1156",-12.990649,-69.507455,"South America"
"85","NIC1886","A",1e-05,0.57885,"NIC1886",14.705951,-61.092991,"Caribbean"
"86","NIC1341","A",1e-05,0.57938,"NIC1341",4.047429012,-52.67763203,"South America"
"87","NIC2362","A",1e-05,0.581038,"NIC2362",4.038404971,-52.677023,"South America"
"88","NIC363","A",1e-05,0.582206,"NIC363",4.95234,-52.49148,"South America"
"89","NIC1405","A",1e-05,0.583591,"NIC1405",3.600050965,-53.18947999,"South America"
"90","NIC2366","A",1e-05,0.584843,"NIC2366",4.038928002,-52.66763904,"South America"
"91","QG3543","A",1e-05,0.585024,"QG3543",10.42641667,-84.01201667,"Central America"
"92","NIC404","A",1e-05,0.587641,"NIC404",5.41011,-53.65462,"South America"
"93","NIC393","A",1e-05,0.588309,"NIC393",4.04701,-52.67817,"South America"
"94","NIC1192","A",1e-05,0.588653,"NIC1192",-12.849763,-69.45771201,"South America"
"95","NIC365","A",1e-05,0.588765,"NIC365",4.03617,-52.67805,"South America"
"96","NIC1381","A",1e-05,0.588808,"NIC1381",4.039456984,-52.67586404,"South America"
"97","QG3529","A",1e-05,0.590152,"QG3529",10.43288,-84.00678,"Central America"
"98","NIC1028","A",1.7e-05,0.591575,"NIC1028",4.03896,-52.66843,"South America"
"99","NIC1555","A",1e-05,0.594243,"NIC1555",25.02132,121.73295,"Taiwan"
"100","QG3807","A",1e-05,0.595971,"QG3807",10.43182,-84.01499,"Central America"
"101","NIC1422","A",1e-05,0.599997,"NIC1422",3.639726033,-53.20330401,"South America"
"102","EG6180","A",1e-05,0.600185,"EG6180",18.3,-65.8,"Caribbean"
"103","NIC944","A",1e-05,0.60078,"NIC944",4.03799,-52.6772,"South America"
"104","NIC2363","A",1e-05,0.60216,"NIC2363",4.037193032,-52.67742399,"South America"
"105","NIC413","A",1e-05,0.605672,"NIC413",4.07244,-52.69034,"South America"
"106","NIC1163","A",1e-05,0.611438,"NIC1163",-12.875965,-69.49581496,"South America"
"107","QG3856","A",1e-05,0.611724,"QG3856",10.42540556,-84.00121667,"Central America"
"108","QG3843","A",1e-05,0.618383,"QG3843",10.42963,-84.00833,"Central America"
"109","NIC1851","A",1e-05,0.619192,"NIC1851",14.72499,-61.105335,"Caribbean"
"110","NIC1913","A",1e-05,0.622179,"NIC1913",14.724882,-61.105406,"Caribbean"
"111","NIC1177","A",1e-05,0.624898,"NIC1177",-12.881345,-69.49006297,"South America"
"112","NIC2360","A",1e-05,0.626386,"NIC2360",4.03893102,-52.67661296,"South America"
"113","NIC986","A",1.6e-05,0.632336,"NIC986",4.03726,-52.67243,"South America"
"114","NIC1372","A",1e-05,0.635198,"NIC1372",4.081040025,-52.68228097,"South America"
"115","QG3818","A",1e-05,0.636758,"QG3818",10.4262,-84.0013167,"Central America"
"116","JU1635","A",1e-05,0.638635,"JU1635",17.121,-25.0492,"Africa"
"117","QG3785","A",1e-05,0.640888,"QG3785",10.43082,-84.01138,"Central America"
"118","NIC916","A",1e-05,0.641356,"NIC916",4.03928,-52.67371,"South America"
"119","NIC407","A",1e-05,0.641908,"NIC407",5.41418,-53.65416,"South America"
"120","NIC1425","A",1e-05,0.643406,"NIC1425",4.039971968,-52.674937,"South America"
"121","NIC1911","A",1e-05,0.64677,"NIC1911",14.804986,-61.146231,"Caribbean"
"122","NIC2357","A",1e-05,0.647866,"NIC2357",4.039690001,-52.67415999,"South America"
"123","QG3789","A",1e-05,0.654403,"QG3789",10.42608333,-84.0092,"Central America"
"124","NIC2368","A",1e-05,0.656951,"NIC2368",4.039645996,-52.67438103,"South America"
"125","NIC420","A",1e-05,0.659029,"NIC420",5.41089,-53.6565,"South America"
"126","NIC983","A",1e-05,0.662497,"NIC983",4.03848,-52.67002,"South America"
"127","NIC359","A",1e-05,0.667376,"NIC359",4.0911,-52.68536,"South America"
"128","NIC905","A",1e-05,0.670425,"NIC905",4.03799,-52.67317,"South America"
"129","QG3797","A",1e-05,0.670876,"QG3797",10.42974,-84.00938,"Central America"
"130","QG3799","A",1e-05,0.672301,"QG3799",10.43008,-84.00894,"Central America"
"131","QG3848","A",1e-05,0.672672,"QG3848",10.43082,-84.01138,"Central America"
"132","JU1976","A",1e-05,0.675828,"JU1976",-2.96,-59.84,"South America"
"133","EG5889","A",1e-05,0.67668,"EG5889",18.3,-65.8,"Caribbean"
"134","QG3871","A",1e-05,0.678124,"QG3871",10.44027,-84.01227,"Central America"
"135","NIC441","A",1e-05,0.682367,"NIC441",4.08399,-52.67769,"South America"
"136","NIC1855","A",1e-05,0.682876,"NIC1855",14.675129,-61.095721,"Caribbean"
"137","QG823","A",1e-05,0.687454,"QG823",9.152413,-79.850852,"Central America"
"138","NIC917","A",1e-05,0.691319,"NIC917",4.03446,-52.67816,"South America"
"139","NIC311","A",1e-05,0.693812,"NIC311",4.09125,-52.67489,"South America"
"140","NIC1877","A",1e-05,0.696183,"NIC1877",14.744997,-61.092154,"Caribbean"
"141","NIC2375","A",1e-05,0.699616,"NIC2375",4.042458963,-52.67848103,"South America"
"142","ECA794","A",0.701339,0.701339,"ECA794",22.053952,-159.367837,"Hawaii"
"143","NIC459","A",1e-05,0.701512,"NIC459",4.08161,-52.68424,"South America"
"144","ECA790","A",0.701768,0.701768,"ECA790",22.053952,-159.367837,"Hawaii"
"145","QG3868","A",1e-05,0.704732,"QG3868",10.43888,-84.01353,"Central America"
"146","JU1374","A",1e-05,0.706853,"JU1374",-21.0484,55.6878,"Africa"
"147","JU1373","A",1e-05,0.706989,"JU1373",-21.0473,55.6885,"Africa"
"148","JU1800","A",1e-05,0.707137,"JU1800",-21.0471,55.6887,"Africa"
"149","NIC1382","A",1e-05,0.70867,"NIC1382",4.038440008,-52.67334703,"South America"
"150","QG3877","A",1e-05,0.721172,"QG3877",10.43008,-84.00894,"Central America"
"151","NIC94","A",1e-05,0.72495,"NIC94",4.08747,-52.67394,"South America"
"152","JU1835","A",1e-05,0.727831,"JU1835",4.085783,-52.6791,"South America"
"153","QG2726","A",1e-05,0.734513,"QG2726",9.1598,-79.8399,"Central America"
"154","NIC384","A",1e-05,0.741274,"NIC384",4.06126,-52.67946,"South America"
"155","NIC1004","A",1e-05,0.746924,"NIC1004",4.03896,-52.66843,"South America"
"156","NIC1962","A",1e-05,0.751575,"NIC1962",14.744117,-61.093023,"Caribbean"
"157","NIC114","A",1e-05,0.752523,"NIC114",16.0435,-61.643,"Caribbean"
"158","NIC1321","A",1e-05,0.755849,"NIC1321",4.558942029,-52.20779099,"South America"
"159","QG3522","A",1e-05,0.756082,"QG3522",10.42974,-84.00938,"Central America"
"160","QG131","A",0.758989,0.758989,"QG131",22.22955,-159.4764,"Hawaii"
"161","NIC934","A",1e-05,0.764472,"NIC934",4.04783,-52.67766,"South America"
"162","QG3821","A",1e-05,0.764966,"QG3821",10.42540556,-84.00121667,"Central America"
"163","QG5305","A",1e-05,0.766421,"QG5305",6.9194,158.271,"Micronesia"
"164","NIC1338","A",1e-05,0.766429,"NIC1338",4.048259994,-52.67714798,"South America"
"165","QG3847","A",1e-05,0.768396,"QG3847",10.41828889,-84.00399167,"Central America"
"166","QG3852","A",1e-05,0.768602,"QG3852",10.41900556,-84.00699722,"Central America"
"167","NIC1432","A",1e-05,0.771292,"NIC1432",4.087813022,-52.67992197,"South America"
"168","JU1838","A",1e-05,0.77289,"JU1838",4.085517,-52.681917,"South America"
"169","NIC1478","A",1e-05,0.772999,"NIC1478",4.086242002,-52.67756699,"South America"
"170","QG4646","A",1e-05,0.776732,"QG4646",6.8567,158.2236,"Micronesia"
"171","QG4869","A",1e-05,0.776869,"QG4869",6.8567,158.2236,"Micronesia"
"172","QG4782","A",1e-05,0.77687,"QG4782",6.8567,158.2236,"Micronesia"
"173","NIC321","A",1e-05,0.779834,"NIC321",5.53515,-53.56151,"South America"
"174","JU1821","A",1e-05,0.782533,"JU1821",4.087967,-52.675167,"South America"
"175","QG3790","A",1e-05,0.789009,"QG3790",10.42551667,-84.01403333,"Central America"
"176","NIC586","A",1e-05,0.801015,"NIC586",15.40493,-61.34619,"Caribbean"
"177","NIC489","A",1e-05,0.804347,"NIC489",4.08695,-52.67731,"South America"
"178","NIC300","A",1e-05,0.805176,"NIC300",4.08969,-52.67731,"South America"
"179","NIC1917","A",1e-05,0.806246,"NIC1917",14.67639,-61.090457,"Caribbean"
"180","NIC1856","A",1e-05,0.811604,"NIC1856",14.674356,-61.095002,"Caribbean"
"181","JU1847","A",1e-05,0.811806,"JU1847",4.090833,-52.67465,"South America"
"182","NIC1392","A",1e-05,0.812769,"NIC1392",3.601659033,-53.190647,"South America"
"183","NIC1976","A",1e-05,0.814169,"NIC1976",14.67639,-61.090457,"Caribbean"
"184","NIC1137","A",1e-05,0.815754,"NIC1137",-12.872141,-69.49788203,"South America"
"185","NIC989","A",1e-05,0.818515,"NIC989",4.03713,-52.67196,"South America"
"186","ECA806","A",1e-05,0.821746,"ECA806",20.813647,-156.118573,"Hawaii"
"187","NIC572","A",1e-05,0.824715,"NIC572",15.47461,-61.29876,"Caribbean"
"188","NIC571","A",1e-05,0.824806,"NIC571",15.47461,-61.29876,"Caribbean"
"189","NIC1344","A",1e-05,0.827225,"NIC1344",4.055127036,-52.67816302,"South America"
"190","JU1845","A",1e-05,0.828339,"JU1845",4.089583,-52.67705,"South America"
"191","NIC1927","A",1e-05,0.829129,"NIC1927",14.719237,-61.100187,"Caribbean"
"192","NIC424","A",1e-05,0.829246,"NIC424",5.41432,-53.65382,"South America"
"193","NIC1657","A",1e-05,0.829675,"NIC1657",25.02814,121.74912,"Taiwan"
"194","NIC1656","A",1e-05,0.829749,"NIC1656",25.02814,121.74912,"Taiwan"
"195","NIC753","A",1e-05,0.830337,"NIC753",15.39802,-61.31219,"Caribbean"
"196","NIC1116","A",1e-05,0.830983,"NIC1116",-12.838824,-71.365178,"South America"
"197","NIC1142","A",1e-05,0.831568,"NIC1142",-12.87388603,-69.49565898,"South America"
"198","QG3526","A",1e-05,0.831737,"QG3526",10.42643333,-84.01193333,"Central America"
"199","NIC468","A",1e-05,0.832437,"NIC468",4.0883,-52.67541,"South America"
"200","QG848","A",1e-05,0.83267,"QG848",9.15445,-79.82763,"Central America"
"201","NIC1343","A",1e-05,0.833527,"NIC1343",4.048513966,-52.67673198,"South America"
"202","QG981","A",1e-05,0.835191,"QG981",9.14576403,-79.8544232,"Central America"
"203","NIC1152","A",1e-05,0.837557,"NIC1152",-12.87629499,-69.49540299,"South America"
"204","NIC903","A",1e-05,0.838327,"NIC903",4.04877,-52.67666,"South America"
"205","NIC1914","A",1e-05,0.838521,"NIC1914",14.724882,-61.105406,"Caribbean"
"206","NIC1453","A",1e-05,0.843175,"NIC1453",4.554173984,-52.21073999,"South America"
"207","NIC1309","A",1e-05,0.84436,"NIC1309",4.548271028,-52.21274,"South America"
"208","QG800","A",1e-05,0.84456,"QG800",9.158057,-79.834221,"Central America"
"209","NIC1316","A",1e-05,0.846573,"NIC1316",4.548271028,-52.21274,"South America"
"210","NIC1313","A",1e-05,0.847997,"NIC1313",4.54814597,-52.21200599,"South America"
"211","NIC938","A",1e-05,0.849529,"NIC938",4.03397,-52.67852,"South America"
"212","NIC1881","A",1e-05,0.851727,"NIC1881",14.744609,-61.094657,"Caribbean"
"213","QG3817","A",1e-05,0.852695,"QG3817",10.42972,-84.00742,"Central America"
"214","ECA1453","A",1e-05,0.858444,"ECA1453",19.854497,-155.15326,"Hawaii"
"215","ECA1445","A",1e-05,0.858451,"ECA1445",19.8552394,-155.1527495,"Hawaii"
"216","ECA1451","A",1e-05,0.858543,"ECA1451",19.8552394,-155.1527495,"Hawaii"
"217","NIC1165","A",1e-05,0.858554,"NIC1165",-12.87688399,-69.49484501,"South America"
"218","ECA1449","A",1e-05,0.858566,"ECA1449",19.8552394,-155.1527495,"Hawaii"
"219","ECA1447","A",1e-05,0.858649,"ECA1447",19.8552394,-155.1527495,"Hawaii"
"220","NIC1929","A",1.2e-05,0.858711,"NIC1929",14.670499,-61.09485,"Caribbean"
"221","QG3539","A",1e-05,0.860023,"QG3539",10.42332222,-84.00135556,"Central America"
"222","NIC389","A",1e-05,0.862189,"NIC389",5.29111,-53.05539,"South America"
"223","NIC85","A",1e-05,0.86882,"NIC85",4.08533,-52.6751,"South America"
"224","NIC434","A",1e-05,0.870522,"NIC434",4.08584,-52.67358,"South America"
"225","NIC1277","A",1e-05,0.873709,"NIC1277",3.607720993,-53.19995603,"South America"
"226","NIC469","A",1e-05,0.874497,"NIC469",4.0883,-52.67541,"South America"
"227","QG3811","A",1e-05,0.877563,"QG3811",10.43288,-84.00678,"Central America"
"228","NIC1038","A",1e-05,0.877862,"NIC1038",4.03896,-52.66843,"South America"
"229","NIC952","A",1e-05,0.878117,"NIC952",4.03894,-52.66867,"South America"
"230","NIC344","A",1e-05,0.87919,"NIC344",5.41063,-53.6564,"South America"
"231","NIC450","A",1e-05,0.880145,"NIC450",4.08926,-52.67607,"South America"
"232","QG3863","A",1e-05,0.88154,"QG3863",10.42974,-84.00938,"Central America"
"233","NIC1112","A",1e-05,0.896099,"NIC1112",-12.829016,-71.377696,"South America"
"234","NIC1415","A",1e-05,0.898074,"NIC1415",3.637292013,-53.20446499,"South America"
"235","QG3009","A",1e-05,0.899865,"QG3009",9.16005,-79.841,"Central America"
"236","QG850","A",1e-05,0.901228,"QG850",9.159436,-79.844493,"Central America"
"237","NIC1170","A",1e-05,0.903658,"NIC1170",-12.87956603,-69.49155604,"South America"
"238","NIC1270","A",1e-05,0.906405,"NIC1270",3.599450989,-53.18744604,"South America"
"239","NIC533","A",0.092488,0.907246,"NIC533",16.01855,-61.597903,"Caribbean"
"240","NIC280","A",1e-05,0.908362,"NIC280",4.08711,-52.67839,"South America"
"241","NIC1378","A",1e-05,0.909676,"NIC1378",4.0951,-52.686219,"South America"
"242","NIC1430","A",1e-05,0.911235,"NIC1430",4.049461037,-52.67627399,"South America"
"243","NIC773","A",1e-05,0.913021,"NIC773",15.3456,-61.30918,"Caribbean"
"244","NIC908","A",1e-05,0.914426,"NIC908",4.04372,-52.67704,"South America"
"245","NIC2364","A",1e-05,0.920599,"NIC2364",4.035310037,-52.67778299,"South America"
"246","NIC1307","A",1e-05,0.922383,"NIC1307",4.868027978,-52.34595903,"South America"
"247","ECA799","A",0.923382,0.923382,"ECA799",19.589467,-155.068069,"Hawaii"
"248","QG3834","A",1e-05,0.923567,"QG3834",10.42972,-84.00718,"Central America"
"249","QG3828","A",1e-05,0.923674,"QG3828",10.42346389,-84.00128333,"Central America"
"250","NIC354","A",1e-05,0.926508,"NIC354",4.0881,-52.6753,"South America"
"251","NIC1395","A",1e-05,0.930544,"NIC1395",3.632552968,-53.20619199,"South America"
"252","NIC1359","A",1e-05,0.937286,"NIC1359",4.053170029,-52.67738703,"South America"
"253","QG3829","A",1e-05,0.941205,"QG3829",10.42346389,-84.00128333,"Central America"
"254","NIC391","A",1e-05,0.954747,"NIC391",4.03715,-52.67126,"South America"
"255","QG3824","A",1e-05,0.955149,"QG3824",10.44022,-84.01188,"Central America"
"256","JU1836","A",1e-05,0.955323,"JU1836",4.087883,-52.680033,"South America"
"257","NIC2367","A",1e-05,0.957481,"NIC2367",4.038957004,-52.66788497,"South America"
"258","HPT56","A",1e-05,0.966038,"HPT56",-8.52582,115.167492,"Indonesia"
"259","NIC425","A",1e-05,0.968888,"NIC425",5.53544,-53.5634,"South America"
"260","NIC1384","A",1e-05,0.970215,"NIC1384",4.047968974,-52.67714404,"South America"
"261","NIC948","A",1e-05,0.972284,"NIC948",4.03711,-52.67206,"South America"
"262","NIC322","A",1e-05,0.973122,"NIC322",5.29111,-53.05539,"South America"
"263","QG3786","A",1e-05,0.974261,"QG3786",10.42963,-84.00833,"Central America"
"264","QG3850","A",1e-05,0.981295,"QG3850",10.42972,-84.00718,"Central America"
"265","NIC1155","A",1e-05,0.981895,"NIC1155",-12.87564204,-69.49654997,"South America"
"266","QG2898","A",1e-05,0.999702,"QG2898",-16.103617,145.4467,"Australia"
"267","QG2904","A",1e-05,0.999704,"QG2904",-16.10365,145.447317,"Australia"
"268","QG4780","A",1e-05,0.999704,"QG4780",6.9066,158.1818,"Micronesia"
"269","QG2899","A",1e-05,0.999705,"QG2899",-16.103617,145.4467,"Australia"
"270","NIC1549","A",1e-05,0.999707,"NIC1549",25.05343,121.77265,"Taiwan"
"271","NIC1650","A",1e-05,0.999707,"NIC1650",25.06574,121.82753,"Taiwan"
"272","JU1632","A",1e-05,0.999708,"JU1632",17.1508,-25.1314,"Africa"
"273","QG2897","A",1e-05,0.999708,"QG2897",-16.10295,145.44645,"Australia"
"274","ECA1304","A",1e-05,0.999709,"ECA1304",21.34202,-157.8096,"Hawaii"
"275","ECA805","A",1e-05,0.999709,"ECA805",20.807406,-156.096654,"Hawaii"
"276","NIC1548","A",1.9e-05,0.999709,"NIC1548",25.05343,121.77265,"Taiwan"
"277","JU1633","A",1e-05,0.99971,"JU1633",17.115,-25.05,"Africa"
"278","NIC1547","A",1e-05,0.999711,"NIC1547",25.05343,121.77265,"Taiwan"
"279","QG4904","A",1.9e-05,0.999711,"QG4904",6.9196,158.2631,"Micronesia"
"280","NIC1559","A",1e-05,0.999712,"NIC1559",25.01519,121.73311,"Taiwan"
"281","NIC2361","A",1e-05,0.999713,"NIC2361",4.038404971,-52.677023,"South America"
"282","NIC291","A",1e-05,0.999714,"NIC291",4.092299,-52.675813,"South America"
"283","NIC751","A",1e-05,0.999715,"NIC751",15.39709,-61.31183,"Caribbean"
"284","NIC962","A",1.6e-05,0.999715,"NIC962",4.03875,-52.6677,"South America"
"285","BRC20400","A",1e-05,0.999717,"BRC20400",25.016672,121.557423,"Taiwan"
"286","NIC1168","A",1e-05,0.999717,"NIC1168",-12.87918197,-69.49254099,"South America"
"287","NIC1551","A",1e-05,0.999717,"NIC1551",25.02212,121.73275,"Taiwan"
"288","NIC1644","A",1e-05,0.999717,"NIC1644",25.06464,121.82481,"Taiwan"
"289","QG2905","A",1e-05,0.999717,"QG2905",-16.10365,145.447317,"Australia"
"290","QG5652","A",1.9e-05,0.999717,"QG5652",6.918,158.2617,"Micronesia"
"291","JU1640","A",1e-05,0.999719,"JU1640",15.084,-23.5215,"Africa"
"292","NIC1180","A",1e-05,0.999719,"NIC1180",-12.88253004,-69.48824904,"South America"
"293","NIC1534","A",1e-05,0.999719,"NIC1534",-17.088793,49.827329,"Africa"
"294","QG4870","A",1e-05,0.999719,"QG4870",6.9204,158.2633,"Micronesia"
"295","QG5643","A",1e-05,0.999719,"QG5643",6.9179,158.2617,"Micronesia"
"296","ECA1300","A",1e-05,0.99972,"ECA1300",21.34202,-157.8096,"Hawaii"
"297","NIC444","A",1e-05,0.99972,"NIC444",4.08422,-52.67452,"South America"
"298","QG2896","A",1e-05,0.99972,"QG2896",-16.10295,145.44645,"Australia"
"299","QG4653","A",1e-05,0.99972,"QG4653",6.9639,158.1907,"Micronesia"
"300","QG4894","A",2e-05,0.99972,"QG4894",6.9196,158.2631,"Micronesia"
"301","ECA1303","A",1.3e-05,0.999721,"ECA1303",21.34202,-157.8096,"Hawaii"
"302","ECA1599","A",1.3e-05,0.999721,"ECA1599",21.394489,-157.90023,"Hawaii"
"303","HPT39","A",1e-05,0.999721,"HPT39",-5.252764,119.865139,"Indonesia"
"304","NIC1550","A",1e-05,0.999721,"NIC1550",25.05343,121.77265,"Taiwan"
"305","NIC445","A",1e-05,0.999721,"NIC445",4.08558,-52.67682,"South America"
"306","NIC965","A",1e-05,0.999721,"NIC965",4.03701,-52.67172,"South America"
"307","QG4702","A",1e-05,0.999721,"QG4702",6.8569,158.2207,"Micronesia"
"308","QG4730","A",1.9e-05,0.999721,"QG4730",6.9196,158.2631,"Micronesia"
"309","QG5159","A",1.9e-05,0.999721,"QG5159",6.918,158.2617,"Micronesia"
"310","QG5550","A",1e-05,0.999721,"QG5550",6.9171,158.2622,"Micronesia"
"311","QG5552","A",1e-05,0.999721,"QG5552",6.9171,158.2622,"Micronesia"
"312","QG5655","A",1e-05,0.999721,"QG5655",6.9639,158.1907,"Micronesia"
"313","ECA1403","A",1e-05,0.999722,"ECA1403",21.342699,-157.821547,"Hawaii"
"314","ECA804","A",1.8e-05,0.999722,"ECA804",20.807406,-156.096654,"Hawaii"
