"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo","Lineage"
"83","NIC988","A",1e-05,0.574671,"NIC988",4.03726,-52.67243,"South America","LAC"
"84","NIC955","A",1e-05,0.577377,"NIC955",4.04973,-52.67652,"South America","LAC"
"85","NIC1651","A",1e-05,0.57768,"NIC1651",25.02814,121.74912,"Taiwan","Tw3"
"86","NIC986","A",1e-05,0.582187,"NIC986",4.03726,-52.67243,"South America","LAC"
"87","NIC958","A",1e-05,0.582594,"NIC958",4.03502,-52.67796,"South America","LAC"
"88","NIC1328","A",1e-05,0.584495,"NIC1328",4.048613962,-52.676549,"South America","LAC"
"89","QG3852","A",1e-05,0.585407,"QG3852",10.41900556,-84.00699722,"Central America","LAC"
"90","NIC1383","A",1e-05,0.585435,"NIC1383",4.038909981,-52.673385,"South America","LAC"
"91","NIC1004","A",1e-05,0.585898,"NIC1004",4.03896,-52.66843,"South America","LAC"
"92","QG3856","A",1e-05,0.586303,"QG3856",10.42540556,-84.00121667,"Central America","LAC"
"93","NIC416","A",1e-05,0.589914,"NIC416",4.03714,-52.67109,"South America","LAC"
"94","NIC956","A",1e-05,0.592298,"NIC956",4.0401,-52.67504,"South America","LAC"
"95","NIC965","A",1e-05,0.592522,"NIC965",4.03701,-52.67172,"South America","LAC"
"96","NIC1555","A",1e-05,0.594237,"NIC1555",25.02132,121.73295,"Taiwan","Tw3"
"97","QG3543","A",1e-05,0.595994,"QG3543",10.42641667,-84.01201667,"Central America","LAC"
"98","NIC58","A",1.1e-05,0.599356,"NIC58",4.08731,-52.67866,"South America","LAC"
"99","QG3529","A",1e-05,0.601749,"QG3529",10.43288,-84.00678,"Central America","LAC"
"100","NIC939","A",1e-05,0.601985,"NIC939",4.03128,-52.68028,"South America","LAC"
"101","NIC929","A",1e-05,0.604267,"NIC929",4.04027,-52.67537,"South America","LAC"
"102","QG3024","A",1e-05,0.607196,"QG3024",9.1584,-79.84555,"Central America","LAC"
"103","NIC1177","A",1e-05,0.607476,"NIC1177",-12.881345,-69.49006297,"South America","LAC"
"104","QG3843","A",1e-05,0.608141,"QG3843",10.42963,-84.00833,"Central America","LAC"
"105","NIC2363","A",1e-05,0.610163,"NIC2363",4.037193032,-52.67742399,"South America","LAC"
"106","QG3807","A",1e-05,0.613919,"QG3807",10.43182,-84.01499,"Central America","LAC"
"107","NIC961","A",1e-05,0.614219,"NIC961",4.03726,-52.67143,"South America","LAC"
"108","JU1847","A",1e-05,0.614855,"JU1847",4.090833,-52.67465,"South America","LAC"
"109","NIC944","A",1e-05,0.616466,"NIC944",4.03799,-52.6772,"South America","LAC"
"110","NIC1886","A",1e-05,0.618409,"NIC1886",14.705951,-61.092991,"Caribbean","LAC"
"111","NIC1476","A",1e-05,0.621252,"NIC1476",4.086242002,-52.67756699,"South America","LAC"
"112","NIC1341","A",1e-05,0.62268,"NIC1341",4.047429012,-52.67763203,"South America","LAC"
"113","QG2726","A",1e-05,0.623401,"QG2726",9.1598,-79.8399,"Central America","LAC"
"114","JU1975","A",1e-05,0.626343,"JU1975",-2.96,-59.84,"South America","LAC"
"115","NIC1939","A",1e-05,0.629788,"NIC1939",14.80577,-61.147328,"Caribbean","LAC"
"116","NIC469","A",1e-05,0.630262,"NIC469",4.0883,-52.67541,"South America","LAC"
"117","JU1835","A",1e-05,0.63118,"JU1835",4.085783,-52.6791,"South America","LAC"
"118","QG2716","A",1e-05,0.632454,"QG2716",9.16835,-79.839279,"Central America","LAC"
"119","NIC459","A",1e-05,0.635304,"NIC459",4.08161,-52.68424,"South America","LAC"
"120","QG823","A",1e-05,0.637663,"QG823",9.152413,-79.850852,"Central America","LAC"
"121","NIC1422","A",1e-05,0.639407,"NIC1422",3.639726033,-53.20330401,"South America","LAC"
"122","QG3785","A",1e-05,0.643521,"QG3785",10.43082,-84.01138,"Central America","LAC"
"123","EG6180","A",1e-05,0.646268,"EG6180",18.3,-65.8,"Caribbean","LAC"
"124","NIC933","A",1e-05,0.648753,"NIC933",4.04237,-52.68256,"South America","LAC"
"125","QG853","A",1e-05,0.650618,"QG853",9.159372,-79.835975,"Central America","LAC"
"126","QG3818","A",1e-05,0.650702,"QG3818",10.4262,-84.0013167,"Central America","LAC"
"127","QG3848","A",1e-05,0.652285,"QG3848",10.43082,-84.01138,"Central America","LAC"
"128","NIC413","A",1e-05,0.653652,"NIC413",4.07244,-52.69034,"South America","LAC"
"129","NIC2360","A",1e-05,0.659401,"NIC2360",4.03893102,-52.67661296,"South America","LAC"
"130","QG3799","A",1e-05,0.660933,"QG3799",10.43008,-84.00894,"Central America","LAC"
"131","NIC964","A",1e-05,0.663738,"NIC964",4.03701,-52.67172,"South America","LAC"
"132","JU2505","A",1e-05,0.672953,"JU2505",10.4708,-84.6452,"Central America","LAC"
"133","NIC1928","A",1e-05,0.675637,"NIC1928",14.719237,-61.100187,"Caribbean","HC"
"134","NIC989","A",1e-05,0.676256,"NIC989",4.03713,-52.67196,"South America","LAC"
"135","NIC1372","A",1e-05,0.677767,"NIC1372",4.081040025,-52.68228097,"South America","LAC"
"136","NIC94","A",1e-05,0.678211,"NIC94",4.08747,-52.67394,"South America","LAC"
"137","NIC917","A",1e-05,0.679222,"NIC917",4.03446,-52.67816,"South America","LAC"
"138","QG3545","A",1e-05,0.679811,"QG3545",10.42361667,-84.00118611,"Central America","LAC"
"139","NIC2375","A",1e-05,0.680918,"NIC2375",4.042458963,-52.67848103,"South America","LAC"
"140","NIC938","A",1e-05,0.681042,"NIC938",4.03397,-52.67852,"South America","LAC"
"141","NIC1157","A",1e-05,0.688713,"NIC1157",-12.990649,-69.507455,"South America","LAC"
"142","NIC953","A",1e-05,0.689274,"NIC953",4.03828,-52.6715,"South America","LAC"
"143","NIC1156","A",1e-05,0.69295,"NIC1156",-12.990649,-69.507455,"South America","LAC"
"144","NIC999","A",1e-05,0.696055,"NIC999",4.03938,-52.67617,"South America","LAC"
"145","NIC479","A",1e-05,0.697017,"NIC479",4.08631,-52.67243,"South America","LAC"
"146","JU1635","A",1e-05,0.699816,"JU1635",17.121,-25.0492,"Africa","LAC"
"147","QG4780","A",0.299888,0.699852,"QG4780",6.9066,158.1818,"Micronesia","Mic1"
"148","QG4759","A",0.299392,0.700348,"QG4759",6.9066,158.1818,"Micronesia","Mic1"
"149","QG4739","A",0.29925,0.700485,"QG4739",6.9066,158.1818,"Micronesia","Mic1"
"150","QG3797","A",1e-05,0.700748,"QG3797",10.42974,-84.00938,"Central America","LAC"
"151","QG5104","A",0.298929,0.700807,"QG5104",6.9066,158.1818,"Micronesia","Mic1"
"152","QG3789","A",1e-05,0.700914,"QG3789",10.42608333,-84.0092,"Central America","LAC"
"153","NIC280","A",1e-05,0.706748,"NIC280",4.08711,-52.67839,"South America","LAC"
"154","NIC983","A",1e-05,0.709573,"NIC983",4.03848,-52.67002,"South America","LAC"
"155","NIC1405","A",1e-05,0.709639,"NIC1405",3.600050965,-53.18947999,"South America","LAC"
"156","NIC193","A",1e-05,0.711528,"NIC193",16.0207,-61.597,"Caribbean","LAC"
"157","NIC249","A",1e-05,0.71307,"NIC249",16.0207,-61.597,"Caribbean","LAC"
"158","NIC359","A",1e-05,0.714449,"NIC359",4.0911,-52.68536,"South America","LAC"
"159","NIC1387","A",1e-05,0.714778,"NIC1387",3.603495006,-53.19458197,"South America","LAC"
"160","NIC2361","A",1e-05,0.718582,"NIC2361",4.038404971,-52.677023,"South America","LAC"
"161","NIC1929","A",1e-05,0.722613,"NIC1929",14.670499,-61.09485,"Caribbean","LAC"
"162","QG3790","A",1e-05,0.723408,"QG3790",10.42551667,-84.01403333,"Central America","LAC"
"163","ECA794","A",1e-05,0.725431,"ECA794",22.053952,-159.367837,"Hawaii","HC"
"164","ECA790","A",1e-05,0.725662,"ECA790",22.053952,-159.367837,"Hawaii","HC"
"165","JU2752","A",1e-05,0.72877,"JU2752",16.1761,-61.6951,"Caribbean","LAC"
"166","NIC1855","A",1e-05,0.732573,"NIC1855",14.675129,-61.095721,"Caribbean","HC"
"167","QG3877","A",1e-05,0.732763,"QG3877",10.43008,-84.00894,"Central America","LAC"
"168","QG3522","A",1e-05,0.737966,"QG3522",10.42974,-84.00938,"Central America","LAC"
"169","NIC203","A",1e-05,0.738666,"NIC203",16.0459,-61.6262,"Caribbean","LAC"
"170","NIC420","A",1e-05,0.740883,"NIC420",5.41089,-53.6565,"South America","LAC"
"171","NIC1432","A",1e-05,0.745633,"NIC1432",4.087813022,-52.67992197,"South America","LAC"
"172","NIC1165","A",1e-05,0.746325,"NIC1165",-12.87688399,-69.49484501,"South America","LAC"
"173","NIC1382","A",1e-05,0.748733,"NIC1382",4.038440008,-52.67334703,"South America","LAC"
"174","NIC424","A",1e-05,0.751127,"NIC424",5.41432,-53.65382,"South America","LAC"
"175","NIC934","A",1e-05,0.757431,"NIC934",4.04783,-52.67766,"South America","LAC"
"176","NIC1270","A",1e-05,0.75757,"NIC1270",3.599450989,-53.18744604,"South America","LAC"
"177","QG3821","A",1e-05,0.764833,"QG3821",10.42540556,-84.00121667,"Central America","LAC"
"178","NIC1181","A",1e-05,0.765248,"NIC1181",-12.88332003,-69.48725897,"South America","LAC"
"179","NIC1470","A",1e-05,0.769796,"NIC1470",4.090107987,-52.68292302,"South America","LAC"
"180","NIC1962","A",1e-05,0.769991,"NIC1962",14.744117,-61.093023,"Caribbean","LAC"
"181","NIC952","A",1e-05,0.770407,"NIC952",4.03894,-52.66867,"South America","LAC"
"182","NIC940","A",1e-05,0.770696,"NIC940",4.03091,-52.68124,"South America","LAC"
"183","NIC1038","A",1e-05,0.771277,"NIC1038",4.03896,-52.66843,"South America","LAC"
"184","QG4866","A",0.227228,0.772512,"QG4866",6.8567,158.2225,"Micronesia","Mic1"
"185","QG942","A",1e-05,0.77585,"QG942",9.144538,-79.854772,"Central America","LAC"
"186","QG131","A",1e-05,0.776642,"QG131",22.22955,-159.4764,"Hawaii","HC"
"187","NIC294","A",1.5e-05,0.780214,"NIC294",4.09492,-52.68604,"South America","LAC"
"188","QG3009","A",1e-05,0.792071,"QG3009",9.16005,-79.841,"Central America","LAC"
"189","NIC85","A",1e-05,0.792341,"NIC85",4.08533,-52.6751,"South America","LAC"
"190","QG5305","A",1e-05,0.792924,"QG5305",6.9194,158.271,"Micronesia","Mic1"
"191","QG3547","A",1e-05,0.804568,"QG3547",10.42551667,-84.01403333,"Central America","LAC"
"192","QG4646","A",1e-05,0.8053,"QG4646",6.8567,158.2236,"Micronesia","Mic1"
"193","QG4782","A",1e-05,0.805396,"QG4782",6.8567,158.2236,"Micronesia","Mic1"
"194","QG4869","A",1e-05,0.805396,"QG4869",6.8567,158.2236,"Micronesia","Mic1"
"195","NIC1272","A",1e-05,0.809751,"NIC1272",3.648232995,-53.19701498,"South America","LAC"
"196","NIC1395","A",1e-05,0.813112,"NIC1395",3.632552968,-53.20619199,"South America","LAC"
"197","NIC1410","A",1e-05,0.81587,"NIC1410",3.61230799,-53.21481999,"South America","LAC"
"198","NIC586","A",1e-05,0.820099,"NIC586",15.40493,-61.34619,"Caribbean","HC"
"199","QG848","A",1e-05,0.825159,"QG848",9.15445,-79.82763,"Central America","LAC"
"200","NIC1275","A",1e-05,0.825537,"NIC1275",3.643404013,-53.19835701,"South America","LAC"
"201","NIC1386","A",1e-05,0.825883,"NIC1386",3.602447016,-53.19164,"South America","LAC"
"202","HPT25","A",0.826939,0.826939,"HPT25",-8.5315,116.239193,"Indonesia","Indo2"
"203","QG981","A",1e-05,0.827915,"QG981",9.14576403,-79.8544232,"Central America","LAC"
"204","NIC1917","A",1e-05,0.829249,"NIC1917",14.67639,-61.090457,"Caribbean","HC"
"205","JU1819","A",1e-05,0.829582,"JU1819",4.08805,-52.675667,"South America","LAC"
"206","NIC1657","A",1e-05,0.829678,"NIC1657",25.02814,121.74912,"Taiwan","Tw3"
"207","NIC1656","A",1e-05,0.829753,"NIC1656",25.02814,121.74912,"Taiwan","Tw3"
"208","NIC994","A",1e-05,0.830612,"NIC994",4.04243,-52.67869,"South America","LAC"
"209","HPT39","A",0.83144,0.83144,"HPT39",-5.252764,119.865139,"Indonesia","Indo2"
"210","NIC753","A",1e-05,0.831757,"NIC753",15.39802,-61.31219,"Caribbean","LAC"
"211","NIC489","A",1e-05,0.834907,"NIC489",4.08695,-52.67731,"South America","LAC"
"212","NIC993","A",1e-05,0.840636,"NIC993",4.04255,-52.67816,"South America","LAC"
"213","NIC572","A",1e-05,0.84181,"NIC572",15.47461,-61.29876,"Caribbean","HC"
"214","NIC571","A",1e-05,0.841922,"NIC571",15.47461,-61.29876,"Caribbean","HC"
"215","NIC311","A",1e-05,0.844237,"NIC311",4.09125,-52.67489,"South America","LAC"
"216","NIC1391","A",1e-05,0.84453,"NIC1391",3.596770959,-53.17791598,"South America","LAC"
"217","QG3539","A",1e-05,0.845612,"QG3539",10.42332222,-84.00135556,"Central America","LAC"
"218","NIC1851","A",1e-05,0.847441,"NIC1851",14.72499,-61.105335,"Caribbean","LAC"
"219","NIC1913","A",1e-05,0.8484,"NIC1913",14.724882,-61.105406,"Caribbean","LAC"
"220","NIC436","A",1e-05,0.849032,"NIC436",4.08678,-52.67515,"South America","LAC"
"221","NIC391","A",1e-05,0.849315,"NIC391",4.03715,-52.67126,"South America","LAC"
"222","NIC496","A",1e-05,0.849788,"NIC496",4.08803,-52.67552,"South America","LAC"
"223","NIC1278","A",1e-05,0.850863,"NIC1278",3.638634961,-53.20414497,"South America","LAC"
"224","NIC1254","A",1e-05,0.852767,"NIC1254",4.085349999,-52.68294297,"South America","LAC"
"225","NIC1137","A",1e-05,0.854811,"NIC1137",-12.872141,-69.49788203,"South America","LAC"
"226","QG3834","A",1e-05,0.85614,"QG3834",10.42972,-84.00718,"Central America","LAC"
"227","NIC2364","A",1e-05,0.856329,"NIC2364",4.035310037,-52.67778299,"South America","LAC"
"228","QG3817","A",1e-05,0.858784,"QG3817",10.42972,-84.00742,"Central America","LAC"
"229","NIC1419","A",1e-05,0.86012,"NIC1419",3.603130979,-53.19263603,"South America","LAC"
"230","JU1838","A",1e-05,0.862,"JU1838",4.085517,-52.681917,"South America","LAC"
"231","NIC354","A",1e-05,0.864934,"NIC354",4.0881,-52.6753,"South America","LAC"
"232","QG3828","A",1e-05,0.867179,"QG3828",10.42346389,-84.00128333,"Central America","LAC"
"233","NIC1389","A",1e-05,0.872331,"NIC1389",3.616803959,-53.19629196,"South America","LAC"
"234","NIC1343","A",1e-05,0.872884,"NIC1343",4.048513966,-52.67673198,"South America","LAC"
"235","NIC300","A",1e-05,0.873077,"NIC300",4.08969,-52.67731,"South America","LAC"
"236","NIC1344","A",1e-05,0.873158,"NIC1344",4.055127036,-52.67816302,"South America","LAC"
"237","QG3863","A",1e-05,0.874088,"QG3863",10.42974,-84.00938,"Central America","LAC"
"238","NIC450","A",1e-05,0.87981,"NIC450",4.08926,-52.67607,"South America","LAC"
"239","NIC1170","A",1e-05,0.880502,"NIC1170",-12.87956603,-69.49155604,"South America","LAC"
"240","NIC908","A",1e-05,0.881065,"NIC908",4.04372,-52.67704,"South America","LAC"
"241","NIC425","A",1e-05,0.881536,"NIC425",5.53544,-53.5634,"South America","LAC"
"242","QG850","A",1e-05,0.889188,"QG850",9.159436,-79.844493,"Central America","LAC"
"243","NIC1112","A",1e-05,0.893094,"NIC1112",-12.829016,-71.377696,"South America","LAC"
"244","NIC1152","A",1e-05,0.89388,"NIC1152",-12.87629499,-69.49540299,"South America","LAC"
"245","NIC1142","A",1e-05,0.894631,"NIC1142",-12.87388603,-69.49565898,"South America","LAC"
"246","NIC533","A",1e-05,0.897826,"NIC533",16.01855,-61.597903,"Caribbean","LAC"
"247","NIC1116","A",1e-05,0.901207,"NIC1116",-12.838824,-71.365178,"South America","LAC"
"248","NIC344","A",1e-05,0.903297,"NIC344",5.41063,-53.6564,"South America","LAC"
"249","NIC1323","A",1e-05,0.905943,"NIC1323",4.556285972,-52.20881601,"South America","LAC"
"250","QG3829","A",1e-05,0.907091,"QG3829",10.42346389,-84.00128333,"Central America","LAC"
"251","NIC1317","A",1e-05,0.908145,"NIC1317",4.555320963,-52.209778,"South America","LAC"
"252","QG3526","A",1e-05,0.9085,"QG3526",10.42643333,-84.01193333,"Central America","LAC"
"253","QG3850","A",1e-05,0.915687,"QG3850",10.42972,-84.00718,"Central America","LAC"
"254","NIC1307","A",1e-05,0.918856,"NIC1307",4.868027978,-52.34595903,"South America","LAC"
"255","NIC1877","A",1e-05,0.92314,"NIC1877",14.744997,-61.092154,"Caribbean","LAC"
"256","QG840","A",1e-05,0.926622,"QG840",9.161421,-79.837195,"Central America","LAC"
"257","NIC1378","A",1e-05,0.927936,"NIC1378",4.0951,-52.686219,"South America","LAC"
"258","NIC114","A",1e-05,0.941686,"NIC114",16.0435,-61.643,"Caribbean","LAC"
"259","NIC1363","A",1e-05,0.942229,"NIC1363",4.058048967,-52.67827903,"South America","LAC"
"260","NIC321","A",1e-05,0.943215,"NIC321",5.53515,-53.56151,"South America","LAC"
"261","NIC570","A",1e-05,0.954228,"NIC570",15.47461,-61.29876,"Caribbean","HC"
"262","EG5889","A",1e-05,0.95911,"EG5889",18.3,-65.8,"Caribbean","LAC"
"263","NIC105","A",1e-05,0.963291,"NIC105",4.08747,-52.67394,"South America","LAC"
"264","ECA796","A",1e-05,0.967757,"ECA796",19.905167,-155.139322,"Hawaii","HC"
"265","NIC1911","A",1e-05,0.96921,"NIC1911",14.804986,-61.146231,"Caribbean","LAC"
"266","NIC434","A",1e-05,0.973452,"NIC434",4.08584,-52.67358,"South America","LAC"
"267","NIC339","A",1e-05,0.975088,"NIC339",5.41305,-53.65004,"South America","LAC"
"268","NIC1415","A",1e-05,0.978598,"NIC1415",3.637292013,-53.20446499,"South America","LAC"
"269","NIC1155","A",1e-05,0.97939,"NIC1155",-12.87564204,-69.49654997,"South America","LAC"
"270","NIC1381","A",1e-05,0.979425,"NIC1381",4.039456984,-52.67586404,"South America","LAC"
"271","ECA3053","A",1e-05,0.979678,"ECA3053",20.0389764,-155.4399684,"Hawaii","HC"
"272","NIC1392","A",1e-05,0.993816,"NIC1392",3.601659033,-53.190647,"South America","LAC"
"273","NIC747","A",1e-05,0.999699,"NIC747",15.31566,-61.2969,"Caribbean","HC"
"274","NIC1583","A",1.7e-05,0.999707,"NIC1583",23.58773,121.34154,"Taiwan","Tw1"
"275","NIC1587","A",1.2e-05,0.99971,"NIC1587",23.58801,121.34578,"Taiwan","Tw1"
"276","ECA1585","A",1e-05,0.999711,"ECA1585",21.317253,-157.81937,"Hawaii","Hw1"
"277","ECA1447","A",1e-05,0.999712,"ECA1447",19.8552394,-155.1527495,"Hawaii","Hw2"
"278","NIC1276","A",1e-05,0.999712,"NIC1276",3.61280797,-53.180336,"South America","LAC"
"279","QG3805","A",1e-05,0.999713,"QG3805",10.42608333,-84.0092,"Central America","LAC"
"280","BRC20548","A",1.5e-05,0.999714,"BRC20548",22.753556,120.731306,"Taiwan","Tw1"
"281","NIC1584","A",1.4e-05,0.999714,"NIC1584",23.58773,121.34154,"Taiwan","Tw1"
"282","NIC1650","A",1e-05,0.999714,"NIC1650",25.06574,121.82753,"Taiwan","Tw3"
"283","QG2896","A",1e-05,0.999715,"QG2896",-16.10295,145.44645,"Australia","Au"
"284","JU1633","A",1e-05,0.999717,"JU1633",17.115,-25.05,"Africa","Af"
"285","NIC1400","A",1e-05,0.999717,"NIC1400",4.561057035,-52.18330602,"South America","LAC"
"286","NIC1564","A",1e-05,0.999717,"NIC1564",25.00469,121.7343,"Taiwan","Tw3"
"287","NIC1565","A",1.3e-05,0.999717,"NIC1565",23.86597,120.90747,"Taiwan","Tw1"
"288","NIC1585","A",1.4e-05,0.999717,"NIC1585",23.58773,121.34154,"Taiwan","Tw1"
"289","ECA1305","A",1e-05,0.999718,"ECA1305",21.34091,-157.822,"Hawaii","Hw3"
